"Plot","Value","date","MAP","Index"
"K11",0,2022-03-27,4,"QA20"
"K12",0,2022-03-27,4,"QA20"
"K13",0,2022-03-27,4,"QA20"
"K14",0,2022-03-27,4,"QA20"
"K15",0,2022-03-27,4,"QA20"
"S09",0,2022-03-27,4,"QA20"
"S13",0,2022-03-27,4,"QA20"
"S14",0,2022-03-27,4,"QA20"
"S15",0,2022-03-27,4,"QA20"
"S16",0,2022-03-27,4,"QA20"
"S17",0,2022-03-27,4,"QA20"
"S18",0,2022-03-27,4,"QA20"
"S19",0,2022-03-27,4,"QA20"
"S20",0,2022-03-27,4,"QA20"
"S21",0,2022-03-27,4,"QA20"
"S22",0,2022-03-27,4,"QA20"
"S23",0,2022-03-27,4,"QA20"
"S25",0,2022-03-27,4,"QA20"
"S26",0,2022-03-27,4,"QA20"
"S27",0,2022-03-27,4,"QA20"
"S28",0,2022-03-27,4,"QA20"
"S29",0,2022-03-27,4,"QA20"
"S30",0,2022-03-27,4,"QA20"
"S31",0,2022-03-27,4,"QA20"
"S32",0,2022-03-27,4,"QA20"
"S33",0,2022-03-27,4,"QA20"
"E7",0,2022-03-27,4,"QA60"
"E8",0,2022-03-27,4,"QA60"
"E9",0,2022-03-27,4,"QA60"
"E10",0,2022-03-27,4,"QA60"
"E11",0,2022-03-27,4,"QA60"
"E12",0,2022-03-27,4,"QA60"
"E13",0,2022-03-27,4,"QA60"
"E14",0,2022-03-27,4,"QA60"
"E15",0,2022-03-27,4,"QA60"
"E16",0,2022-03-27,4,"QA60"
"E17",0,2022-03-27,4,"QA60"
"K01",0,2022-03-27,4,"QA60"
"K02",0,2022-03-27,4,"QA60"
"K03",0,2022-03-27,4,"QA60"
"K04",0,2022-03-27,4,"QA60"
"K05",0,2022-03-27,4,"QA60"
"K06",0,2022-03-27,4,"QA60"
"K07",0,2022-03-27,4,"QA60"
"K08",0,2022-03-27,4,"QA60"
"K09",0,2022-03-27,4,"QA60"
"K10",0,2022-03-27,4,"QA60"
"K11",0,2022-03-27,4,"QA60"
"K12",0,2022-03-27,4,"QA60"
"K13",0,2022-03-27,4,"QA60"
"K14",0,2022-03-27,4,"QA60"
"K15",0,2022-03-27,4,"QA60"
"S09",0,2022-03-27,4,"QA60"
"S13",0,2022-03-27,4,"QA60"
"S14",0,2022-03-27,4,"QA60"
"S15",0,2022-03-27,4,"QA60"
"S16",0,2022-03-27,4,"QA60"
"S17",0,2022-03-27,4,"QA60"
"S18",0,2022-03-27,4,"QA60"
"S19",0,2022-03-27,4,"QA60"
"S20",0,2022-03-27,4,"QA60"
"S21",0,2022-03-27,4,"QA60"
"S22",0,2022-03-27,4,"QA60"
"S23",0,2022-03-27,4,"QA60"
"S25",0,2022-03-27,4,"QA60"
"S26",0,2022-03-27,4,"QA60"
"S27",0,2022-03-27,4,"QA60"
"S28",0,2022-03-27,4,"QA60"
"S29",0,2022-03-27,4,"QA60"
"S30",0,2022-03-27,4,"QA60"
"S31",0,2022-03-27,4,"QA60"
"S32",0,2022-03-27,4,"QA60"
"S33",0,2022-03-27,4,"QA60"
"E7",0.350205987691879,2022-03-27,4,"SeLI"
"E8",0.381015807390213,2022-03-27,4,"SeLI"
"E9",0.369500935077667,2022-03-27,4,"SeLI"
"E10",0.329057827591896,2022-03-27,4,"SeLI"
"E11",0.443621069192886,2022-03-27,4,"SeLI"
"E12",0.419942408800125,2022-03-27,4,"SeLI"
"E13",0.394213765859604,2022-03-27,4,"SeLI"
"E14",0.436718761920929,2022-03-27,4,"SeLI"
"E15",0.409165591001511,2022-03-27,4,"SeLI"
"E16",0.357030838727951,2022-03-27,4,"SeLI"
"E17",0.296157479286194,2022-03-27,4,"SeLI"
"K01",0.331609100103378,2022-03-27,4,"SeLI"
"K02",0.405443429946899,2022-03-27,4,"SeLI"
"K03",0.368989914655685,2022-03-27,4,"SeLI"
"K04",0.359632074832916,2022-03-27,4,"SeLI"
"K05",0.398911207914352,2022-03-27,4,"SeLI"
"K06",0.376480996608734,2022-03-27,4,"SeLI"
"K07",0.388662457466125,2022-03-27,4,"SeLI"
"K08",0.243603989481926,2022-03-27,4,"SeLI"
"K09",0.287778347730637,2022-03-27,4,"SeLI"
"K10",0.252850443124771,2022-03-27,4,"SeLI"
"K11",0.216945245862007,2022-03-27,4,"SeLI"
"K12",0.227901339530945,2022-03-27,4,"SeLI"
"K13",0.27711296081543,2022-03-27,4,"SeLI"
"K14",0.394948959350586,2022-03-27,4,"SeLI"
"K15",0.341164469718933,2022-03-27,4,"SeLI"
"S09",0.269862115383148,2022-03-27,4,"SeLI"
"S13",0.247826755046844,2022-03-27,4,"SeLI"
"S14",0.251253843307495,2022-03-27,4,"SeLI"
"S15",0.225943326950073,2022-03-27,4,"SeLI"
"S16",0.364734262228012,2022-03-27,4,"SeLI"
"S17",0.266811281442642,2022-03-27,4,"SeLI"
"S18",0.29448276758194,2022-03-27,4,"SeLI"
"S19",0.275706946849823,2022-03-27,4,"SeLI"
"S20",0.285331428050995,2022-03-27,4,"SeLI"
"S21",0.37488266825676,2022-03-27,4,"SeLI"
"S22",0.360436677932739,2022-03-27,4,"SeLI"
"S23",0.289130806922913,2022-03-27,4,"SeLI"
"S25",0.421651363372803,2022-03-27,4,"SeLI"
"S26",0.510551631450653,2022-03-27,4,"SeLI"
"S27",0.519871532917023,2022-03-27,4,"SeLI"
"S28",0.416924476623535,2022-03-27,4,"SeLI"
"S29",0.347008526325226,2022-03-27,4,"SeLI"
"S30",0.418574333190918,2022-03-27,4,"SeLI"
"S31",0.4158636033535,2022-03-27,4,"SeLI"
"S32",0.239758834242821,2022-03-27,4,"SeLI"
"S33",0.367328017950058,2022-03-27,4,"SeLI"
"E7",0.561014294624329,2022-03-27,4,"GNDVI"
"E8",0.587448298931122,2022-03-27,4,"GNDVI"
"E9",0.570360600948334,2022-03-27,4,"GNDVI"
"E10",0.544165939092636,2022-03-27,4,"GNDVI"
"E11",0.623588442802429,2022-03-27,4,"GNDVI"
"E12",0.604267001152039,2022-03-27,4,"GNDVI"
"E13",0.586241543292999,2022-03-27,4,"GNDVI"
"E14",0.613152801990509,2022-03-27,4,"GNDVI"
"E15",0.585957944393158,2022-03-27,4,"GNDVI"
"E16",0.558339476585388,2022-03-27,4,"GNDVI"
"E17",0.505428612232208,2022-03-27,4,"GNDVI"
"K01",0.547557353973389,2022-03-27,4,"GNDVI"
"K02",0.590958952903748,2022-03-27,4,"GNDVI"
"K03",0.573459684848785,2022-03-27,4,"GNDVI"
"K04",0.569801807403564,2022-03-27,4,"GNDVI"
"K05",0.612657606601715,2022-03-27,4,"GNDVI"
"K06",0.579313814640045,2022-03-27,4,"GNDVI"
"K07",0.598572105169296,2022-03-27,4,"GNDVI"
"K08",0.463414639234543,2022-03-27,4,"GNDVI"
"K09",0.520569264888763,2022-03-27,4,"GNDVI"
"K10",0.479850932955742,2022-03-27,4,"GNDVI"
"K11",0.453736633062363,2022-03-27,4,"GNDVI"
"K12",0.468839019536972,2022-03-27,4,"GNDVI"
"K13",0.504809707403183,2022-03-27,4,"GNDVI"
"K14",0.604772567749023,2022-03-27,4,"GNDVI"
"K15",0.552180290222168,2022-03-27,4,"GNDVI"
"S09",0.504539549350739,2022-03-27,4,"GNDVI"
"S13",0.49539789557457,2022-03-27,4,"GNDVI"
"S14",0.48882070183754,2022-03-27,4,"GNDVI"
"S15",0.478686511516571,2022-03-27,4,"GNDVI"
"S16",0.568813025951385,2022-03-27,4,"GNDVI"
"S17",0.507698118686676,2022-03-27,4,"GNDVI"
"S18",0.526493787765503,2022-03-27,4,"GNDVI"
"S19",0.501232624053955,2022-03-27,4,"GNDVI"
"S20",0.519164651632309,2022-03-27,4,"GNDVI"
"S21",0.559689164161682,2022-03-27,4,"GNDVI"
"S22",0.559148460626602,2022-03-27,4,"GNDVI"
"S23",0.524041652679443,2022-03-27,4,"GNDVI"
"S25",0.605327904224396,2022-03-27,4,"GNDVI"
"S26",0.686257183551788,2022-03-27,4,"GNDVI"
"S27",0.680976033210754,2022-03-27,4,"GNDVI"
"S28",0.60769933462143,2022-03-27,4,"GNDVI"
"S29",0.550042748451233,2022-03-27,4,"GNDVI"
"S30",0.602262437343597,2022-03-27,4,"GNDVI"
"S31",0.616565614938736,2022-03-27,4,"GNDVI"
"S32",0.475809842348099,2022-03-27,4,"GNDVI"
"S33",0.565716981887817,2022-03-27,4,"GNDVI"
"E7",-0.561014294624329,2022-03-27,4,"NDWI"
"E8",-0.587448298931122,2022-03-27,4,"NDWI"
"E9",-0.570360600948334,2022-03-27,4,"NDWI"
"E10",-0.544165939092636,2022-03-27,4,"NDWI"
"E11",-0.623588442802429,2022-03-27,4,"NDWI"
"E12",-0.604267001152039,2022-03-27,4,"NDWI"
"E13",-0.586241543292999,2022-03-27,4,"NDWI"
"E14",-0.613152801990509,2022-03-27,4,"NDWI"
"E15",-0.585957944393158,2022-03-27,4,"NDWI"
"E16",-0.558339476585388,2022-03-27,4,"NDWI"
"E17",-0.505428612232208,2022-03-27,4,"NDWI"
"K01",-0.547557353973389,2022-03-27,4,"NDWI"
"K02",-0.590958952903748,2022-03-27,4,"NDWI"
"K03",-0.573459684848785,2022-03-27,4,"NDWI"
"K04",-0.569801807403564,2022-03-27,4,"NDWI"
"K05",-0.612657606601715,2022-03-27,4,"NDWI"
"K06",-0.579313814640045,2022-03-27,4,"NDWI"
"K07",-0.598572105169296,2022-03-27,4,"NDWI"
"K08",-0.463414639234543,2022-03-27,4,"NDWI"
"K09",-0.520569264888763,2022-03-27,4,"NDWI"
"K10",-0.479850932955742,2022-03-27,4,"NDWI"
"K11",-0.453736633062363,2022-03-27,4,"NDWI"
"K12",-0.468839019536972,2022-03-27,4,"NDWI"
"K13",-0.504809707403183,2022-03-27,4,"NDWI"
"K14",-0.604772567749023,2022-03-27,4,"NDWI"
"K15",-0.552180290222168,2022-03-27,4,"NDWI"
"S09",-0.504539549350739,2022-03-27,4,"NDWI"
"S13",-0.49539789557457,2022-03-27,4,"NDWI"
"S14",-0.48882070183754,2022-03-27,4,"NDWI"
"S15",-0.478686511516571,2022-03-27,4,"NDWI"
"S16",-0.568813025951385,2022-03-27,4,"NDWI"
"S17",-0.507698118686676,2022-03-27,4,"NDWI"
"S18",-0.526493787765503,2022-03-27,4,"NDWI"
"S19",-0.501232624053955,2022-03-27,4,"NDWI"
"S20",-0.519164651632309,2022-03-27,4,"NDWI"
"S21",-0.559689164161682,2022-03-27,4,"NDWI"
"S22",-0.559148460626602,2022-03-27,4,"NDWI"
"S23",-0.524041652679443,2022-03-27,4,"NDWI"
"S25",-0.605327904224396,2022-03-27,4,"NDWI"
"S26",-0.686257183551788,2022-03-27,4,"NDWI"
"S27",-0.680976033210754,2022-03-27,4,"NDWI"
"S28",-0.60769933462143,2022-03-27,4,"NDWI"
"S29",-0.550042748451233,2022-03-27,4,"NDWI"
"S30",-0.602262437343597,2022-03-27,4,"NDWI"
"S31",-0.616565614938736,2022-03-27,4,"NDWI"
"S32",-0.475809842348099,2022-03-27,4,"NDWI"
"S33",-0.565716981887817,2022-03-27,4,"NDWI"
"E7",0.476808905601501,2022-03-27,4,"NDVI"
"E8",0.51868736743927,2022-03-27,4,"NDVI"
"E9",0.505253970623016,2022-03-27,4,"NDVI"
"E10",0.450996428728104,2022-03-27,4,"NDVI"
"E11",0.606155335903168,2022-03-27,4,"NDVI"
"E12",0.589763253927231,2022-03-27,4,"NDVI"
"E13",0.546480894088745,2022-03-27,4,"NDVI"
"E14",0.585913479328156,2022-03-27,4,"NDVI"
"E15",0.522633403539658,2022-03-27,4,"NDVI"
"E16",0.478787899017334,2022-03-27,4,"NDVI"
"E17",0.426716387271881,2022-03-27,4,"NDVI"
"K01",0.445249885320663,2022-03-27,4,"NDVI"
"K02",0.546499788761139,2022-03-27,4,"NDVI"
"K03",0.485766738653183,2022-03-27,4,"NDVI"
"K04",0.494440093636513,2022-03-27,4,"NDVI"
"K05",0.589743614196777,2022-03-27,4,"NDVI"
"K06",0.500367969274521,2022-03-27,4,"NDVI"
"K07",0.539886474609375,2022-03-27,4,"NDVI"
"K08",0.320800960063934,2022-03-27,4,"NDVI"
"K09",0.424063116312027,2022-03-27,4,"NDVI"
"K10",0.330154865980148,2022-03-27,4,"NDVI"
"K11",0.28571429848671,2022-03-27,4,"NDVI"
"K12",0.313468635082245,2022-03-27,4,"NDVI"
"K13",0.45760689675808,2022-03-27,4,"NDVI"
"K14",0.535257935523987,2022-03-27,4,"NDVI"
"K15",0.447897613048553,2022-03-27,4,"NDVI"
"S09",0.387660056352615,2022-03-27,4,"NDVI"
"S13",0.353246301412582,2022-03-27,4,"NDVI"
"S14",0.358343124389648,2022-03-27,4,"NDVI"
"S15",0.319379270076752,2022-03-27,4,"NDVI"
"S16",0.509870171546936,2022-03-27,4,"NDVI"
"S17",0.382813841104507,2022-03-27,4,"NDVI"
"S18",0.411865144968033,2022-03-27,4,"NDVI"
"S19",0.385106265544891,2022-03-27,4,"NDVI"
"S20",0.398620620369911,2022-03-27,4,"NDVI"
"S21",0.50078284740448,2022-03-27,4,"NDVI"
"S22",0.497794926166534,2022-03-27,4,"NDVI"
"S23",0.40350878238678,2022-03-27,4,"NDVI"
"S25",0.583263427019119,2022-03-27,4,"NDVI"
"S26",0.697063386440277,2022-03-27,4,"NDVI"
"S27",0.692000031471252,2022-03-27,4,"NDVI"
"S28",0.642025113105774,2022-03-27,4,"NDVI"
"S29",0.45740282535553,2022-03-27,4,"NDVI"
"S30",0.562283754348755,2022-03-27,4,"NDVI"
"S31",0.579622685909271,2022-03-27,4,"NDVI"
"S32",0.354283571243286,2022-03-27,4,"NDVI"
"S33",0.507988631725311,2022-03-27,4,"NDVI"
"E7",0.2885462641716,2022-03-27,4,"SAVI"
"E8",0.302912592887878,2022-03-27,4,"SAVI"
"E9",0.319295883178711,2022-03-27,4,"SAVI"
"E10",0.275986403226852,2022-03-27,4,"SAVI"
"E11",0.338150709867477,2022-03-27,4,"SAVI"
"E12",0.339251324534416,2022-03-27,4,"SAVI"
"E13",0.322209447622299,2022-03-27,4,"SAVI"
"E14",0.343947291374207,2022-03-27,4,"SAVI"
"E15",0.31830932199955,2022-03-27,4,"SAVI"
"E16",0.290537297725677,2022-03-27,4,"SAVI"
"E17",0.254617273807526,2022-03-27,4,"SAVI"
"K01",0.278767466545105,2022-03-27,4,"SAVI"
"K02",0.295616120100021,2022-03-27,4,"SAVI"
"K03",0.296548366546631,2022-03-27,4,"SAVI"
"K04",0.310928404331207,2022-03-27,4,"SAVI"
"K05",0.348861515522003,2022-03-27,4,"SAVI"
"K06",0.310166478157043,2022-03-27,4,"SAVI"
"K07",0.334091693162918,2022-03-27,4,"SAVI"
"K08",0.201678454875946,2022-03-27,4,"SAVI"
"K09",0.280389904975891,2022-03-27,4,"SAVI"
"K10",0.22623398154974,2022-03-27,4,"SAVI"
"K11",0.19085805118084,2022-03-27,4,"SAVI"
"K12",0.19693399220705,2022-03-27,4,"SAVI"
"K13",0.275769248604774,2022-03-27,4,"SAVI"
"K14",0.333882480859756,2022-03-27,4,"SAVI"
"K15",0.277459800243378,2022-03-27,4,"SAVI"
"S09",0.258551508188248,2022-03-27,4,"SAVI"
"S13",0.249145016074181,2022-03-27,4,"SAVI"
"S14",0.244135811924934,2022-03-27,4,"SAVI"
"S15",0.227769896388054,2022-03-27,4,"SAVI"
"S16",0.302792862057686,2022-03-27,4,"SAVI"
"S17",0.256748288869858,2022-03-27,4,"SAVI"
"S18",0.263616114854813,2022-03-27,4,"SAVI"
"S19",0.251032918691635,2022-03-27,4,"SAVI"
"S20",0.253704711794853,2022-03-27,4,"SAVI"
"S21",0.308612287044525,2022-03-27,4,"SAVI"
"S22",0.305601522326469,2022-03-27,4,"SAVI"
"S23",0.269995987415314,2022-03-27,4,"SAVI"
"S25",0.354483112692833,2022-03-27,4,"SAVI"
"S26",0.431971162557602,2022-03-27,4,"SAVI"
"S27",0.422167658805847,2022-03-27,4,"SAVI"
"S28",0.386451959609985,2022-03-27,4,"SAVI"
"S29",0.300081104040146,2022-03-27,4,"SAVI"
"S30",0.350327700376511,2022-03-27,4,"SAVI"
"S31",0.349504724144936,2022-03-27,4,"SAVI"
"S32",0.246839553117752,2022-03-27,4,"SAVI"
"S33",0.307830274105072,2022-03-27,4,"SAVI"
"E7",0.205599993467331,2022-03-27,4,"DVI"
"E8",0.215400010347366,2022-03-27,4,"DVI"
"E9",0.235899984836578,2022-03-27,4,"DVI"
"E10",0.198449991643429,2022-03-27,4,"DVI"
"E11",0.238300010561943,2022-03-27,4,"DVI"
"E12",0.239399991929531,2022-03-27,4,"DVI"
"E13",0.227500006556511,2022-03-27,4,"DVI"
"E14",0.244500011205673,2022-03-27,4,"DVI"
"E15",0.229649990797043,2022-03-27,4,"DVI"
"E16",0.206400007009506,2022-03-27,4,"DVI"
"E17",0.184549994766712,2022-03-27,4,"DVI"
"K01",0.201400011777878,2022-03-27,4,"DVI"
"K02",0.201449982821941,2022-03-27,4,"DVI"
"K03",0.215200006961823,2022-03-27,4,"DVI"
"K04",0.228900000452995,2022-03-27,4,"DVI"
"K05",0.245299994945526,2022-03-27,4,"DVI"
"K06",0.222000010311604,2022-03-27,4,"DVI"
"K07",0.241749994456768,2022-03-27,4,"DVI"
"K08",0.147900000214577,2022-03-27,4,"DVI"
"K09",0.21000000834465,2022-03-27,4,"DVI"
"K10",0.174349993467331,2022-03-27,4,"DVI"
"K11",0.144200012087822,2022-03-27,4,"DVI"
"K12",0.148300006985664,2022-03-27,4,"DVI"
"K13",0.198300004005432,2022-03-27,4,"DVI"
"K14",0.243000000715256,2022-03-27,4,"DVI"
"K15",0.206399992108345,2022-03-27,4,"DVI"
"S09",0.193799987435341,2022-03-27,4,"DVI"
"S13",0.193450011312962,2022-03-27,4,"DVI"
"S14",0.1841000020504,2022-03-27,4,"DVI"
"S15",0.176999986171722,2022-03-27,4,"DVI"
"S16",0.216600000858307,2022-03-27,4,"DVI"
"S17",0.193199992179871,2022-03-27,4,"DVI"
"S18",0.194700002670288,2022-03-27,4,"DVI"
"S19",0.185300000011921,2022-03-27,4,"DVI"
"S20",0.186600007116795,2022-03-27,4,"DVI"
"S21",0.222900003194809,2022-03-27,4,"DVI"
"S22",0.220049992203712,2022-03-27,4,"DVI"
"S23",0.20320001244545,2022-03-27,4,"DVI"
"S25",0.253099977970123,2022-03-27,4,"DVI"
"S26",0.31360000371933,2022-03-27,4,"DVI"
"S27",0.30460000038147,2022-03-27,4,"DVI"
"S28",0.277899980545044,2022-03-27,4,"DVI"
"S29",0.223800003528595,2022-03-27,4,"DVI"
"S30",0.252700001001358,2022-03-27,4,"DVI"
"S31",0.250850006937981,2022-03-27,4,"DVI"
"S32",0.189399987459183,2022-03-27,4,"DVI"
"S33",0.221199989318848,2022-03-27,4,"DVI"
"E7",3.55595684051514,2022-03-27,4,"GRVI"
"E8",3.84787750244141,2022-03-27,4,"GRVI"
"E9",3.65506672859192,2022-03-27,4,"GRVI"
"E10",3.38756239414215,2022-03-27,4,"GRVI"
"E11",4.31333303451538,2022-03-27,4,"GRVI"
"E12",4.05391263961792,2022-03-27,4,"GRVI"
"E13",3.83373785018921,2022-03-27,4,"GRVI"
"E14",4.17000007629395,2022-03-27,4,"GRVI"
"E15",3.83043730258942,2022-03-27,4,"GRVI"
"E16",3.52836489677429,2022-03-27,4,"GRVI"
"E17",3.04390895366669,2022-03-27,4,"GRVI"
"K01",3.42044973373413,2022-03-27,4,"GRVI"
"K02",3.88978981971741,2022-03-27,4,"GRVI"
"K03",3.68888854980469,2022-03-27,4,"GRVI"
"K04",3.64902007579803,2022-03-27,4,"GRVI"
"K05",4.16339063644409,2022-03-27,4,"GRVI"
"K06",3.75419199466705,2022-03-27,4,"GRVI"
"K07",3.98221480846405,2022-03-27,4,"GRVI"
"K08",2.72727274894714,2022-03-27,4,"GRVI"
"K09",3.17161393165588,2022-03-27,4,"GRVI"
"K10",2.84505176544189,2022-03-27,4,"GRVI"
"K11",2.6612377166748,2022-03-27,4,"GRVI"
"K12",2.76533877849579,2022-03-27,4,"GRVI"
"K13",3.03890812397003,2022-03-27,4,"GRVI"
"K14",4.06037759780884,2022-03-27,4,"GRVI"
"K15",3.46608328819275,2022-03-27,4,"GRVI"
"S09",3.03664898872375,2022-03-27,4,"GRVI"
"S13",2.96351933479309,2022-03-27,4,"GRVI"
"S14",2.91252136230469,2022-03-27,4,"GRVI"
"S15",2.83646321296692,2022-03-27,4,"GRVI"
"S16",3.6383593082428,2022-03-27,4,"GRVI"
"S17",3.06254863739014,2022-03-27,4,"GRVI"
"S18",3.22380948066711,2022-03-27,4,"GRVI"
"S19",3.00990998744965,2022-03-27,4,"GRVI"
"S20",3.15942800045013,2022-03-27,4,"GRVI"
"S21",3.54224586486816,2022-03-27,4,"GRVI"
"S22",3.53667640686035,2022-03-27,4,"GRVI"
"S23",3.20204830169678,2022-03-27,4,"GRVI"
"S25",4.06752109527588,2022-03-27,4,"GRVI"
"S26",5.37464761734009,2022-03-27,4,"GRVI"
"S27",5.2691216468811,2022-03-27,4,"GRVI"
"S28",4.09813070297241,2022-03-27,4,"GRVI"
"S29",3.44486689567566,2022-03-27,4,"GRVI"
"S30",4.02844142913818,2022-03-27,4,"GRVI"
"S31",4.21610474586487,2022-03-27,4,"GRVI"
"S32",2.81540942192078,2022-03-27,4,"GRVI"
"S33",3.60529208183289,2022-03-27,4,"GRVI"
"E7",2.55595684051514,2022-03-27,4,"CIG"
"E8",2.84787750244141,2022-03-27,4,"CIG"
"E9",2.65506672859192,2022-03-27,4,"CIG"
"E10",2.38756239414215,2022-03-27,4,"CIG"
"E11",3.31333327293396,2022-03-27,4,"CIG"
"E12",3.05391263961792,2022-03-27,4,"CIG"
"E13",2.83373785018921,2022-03-27,4,"CIG"
"E14",3.17000031471252,2022-03-27,4,"CIG"
"E15",2.83043730258942,2022-03-27,4,"CIG"
"E16",2.52836489677429,2022-03-27,4,"CIG"
"E17",2.04390895366669,2022-03-27,4,"CIG"
"K01",2.42044973373413,2022-03-27,4,"CIG"
"K02",2.88978981971741,2022-03-27,4,"CIG"
"K03",2.68888854980469,2022-03-27,4,"CIG"
"K04",2.64902007579803,2022-03-27,4,"CIG"
"K05",3.16339063644409,2022-03-27,4,"CIG"
"K06",2.75419199466705,2022-03-27,4,"CIG"
"K07",2.98221480846405,2022-03-27,4,"CIG"
"K08",1.72727262973785,2022-03-27,4,"CIG"
"K09",2.17161393165588,2022-03-27,4,"CIG"
"K10",1.84505176544189,2022-03-27,4,"CIG"
"K11",1.6612377166748,2022-03-27,4,"CIG"
"K12",1.76533871889114,2022-03-27,4,"CIG"
"K13",2.03890812397003,2022-03-27,4,"CIG"
"K14",3.06037759780884,2022-03-27,4,"CIG"
"K15",2.46608328819275,2022-03-27,4,"CIG"
"S09",2.03664898872375,2022-03-27,4,"CIG"
"S13",1.96351927518845,2022-03-27,4,"CIG"
"S14",1.91252148151398,2022-03-27,4,"CIG"
"S15",1.83646321296692,2022-03-27,4,"CIG"
"S16",2.6383593082428,2022-03-27,4,"CIG"
"S17",2.06254863739014,2022-03-27,4,"CIG"
"S18",2.22380948066711,2022-03-27,4,"CIG"
"S19",2.00990998744965,2022-03-27,4,"CIG"
"S20",2.15942800045013,2022-03-27,4,"CIG"
"S21",2.54224586486816,2022-03-27,4,"CIG"
"S22",2.53667640686035,2022-03-27,4,"CIG"
"S23",2.20204830169678,2022-03-27,4,"CIG"
"S25",3.06752109527588,2022-03-27,4,"CIG"
"S26",4.37464761734009,2022-03-27,4,"CIG"
"S27",4.2691216468811,2022-03-27,4,"CIG"
"S28",3.09813070297241,2022-03-27,4,"CIG"
"S29",2.44486689567566,2022-03-27,4,"CIG"
"S30",3.02844142913818,2022-03-27,4,"CIG"
"S31",3.21610486507416,2022-03-27,4,"CIG"
"S32",1.81540930271149,2022-03-27,4,"CIG"
"S33",2.60529208183289,2022-03-27,4,"CIG"
"E7",0.67433625459671,2022-03-27,4,"BNDVI"
"E8",0.692939639091492,2022-03-27,4,"BNDVI"
"E9",0.684808313846588,2022-03-27,4,"BNDVI"
"E10",0.658799797296524,2022-03-27,4,"BNDVI"
"E11",0.730569958686829,2022-03-27,4,"BNDVI"
"E12",0.717432945966721,2022-03-27,4,"BNDVI"
"E13",0.695351123809814,2022-03-27,4,"BNDVI"
"E14",0.715323150157928,2022-03-27,4,"BNDVI"
"E15",0.686002880334854,2022-03-27,4,"BNDVI"
"E16",0.665004968643188,2022-03-27,4,"BNDVI"
"E17",0.62576150894165,2022-03-27,4,"BNDVI"
"K01",0.653113722801208,2022-03-27,4,"BNDVI"
"K02",0.687483757734299,2022-03-27,4,"BNDVI"
"K03",0.676706790924072,2022-03-27,4,"BNDVI"
"K04",0.683530688285828,2022-03-27,4,"BNDVI"
"K05",0.710991561412811,2022-03-27,4,"BNDVI"
"K06",0.677867233753204,2022-03-27,4,"BNDVI"
"K07",0.702484279870987,2022-03-27,4,"BNDVI"
"K08",0.582000553607941,2022-03-27,4,"BNDVI"
"K09",0.634963750839233,2022-03-27,4,"BNDVI"
"K10",0.601752132177353,2022-03-27,4,"BNDVI"
"K11",0.572216093540192,2022-03-27,4,"BNDVI"
"K12",0.580033868551254,2022-03-27,4,"BNDVI"
"K13",0.65518069267273,2022-03-27,4,"BNDVI"
"K14",0.703775882720947,2022-03-27,4,"BNDVI"
"K15",0.656638979911804,2022-03-27,4,"BNDVI"
"S09",0.627599239349365,2022-03-27,4,"BNDVI"
"S13",0.617211371660233,2022-03-27,4,"BNDVI"
"S14",0.618827879428864,2022-03-27,4,"BNDVI"
"S15",0.597755312919617,2022-03-27,4,"BNDVI"
"S16",0.674924731254578,2022-03-27,4,"BNDVI"
"S17",0.624129235744476,2022-03-27,4,"BNDVI"
"S18",0.643090844154358,2022-03-27,4,"BNDVI"
"S19",0.626596838235855,2022-03-27,4,"BNDVI"
"S20",0.639022380113602,2022-03-27,4,"BNDVI"
"S21",0.672590732574463,2022-03-27,4,"BNDVI"
"S22",0.674158483743668,2022-03-27,4,"BNDVI"
"S23",0.644709646701813,2022-03-27,4,"BNDVI"
"S25",0.714841842651367,2022-03-27,4,"BNDVI"
"S26",0.777940094470978,2022-03-27,4,"BNDVI"
"S27",0.772921621799469,2022-03-27,4,"BNDVI"
"S28",0.734991610050201,2022-03-27,4,"BNDVI"
"S29",0.658536553382874,2022-03-27,4,"BNDVI"
"S30",0.705524444580078,2022-03-27,4,"BNDVI"
"S31",0.718474954366684,2022-03-27,4,"BNDVI"
"S32",0.60696291923523,2022-03-27,4,"BNDVI"
"S33",0.681299149990082,2022-03-27,4,"BNDVI"
"E7",0.337400585412979,2022-03-27,4,"EVI"
"E8",0.359484642744064,2022-03-27,4,"EVI"
"E9",0.376778870820999,2022-03-27,4,"EVI"
"E10",0.324620887637138,2022-03-27,4,"EVI"
"E11",0.417850166559219,2022-03-27,4,"EVI"
"E12",0.421149119734764,2022-03-27,4,"EVI"
"E13",0.394028812646866,2022-03-27,4,"EVI"
"E14",0.423958390951157,2022-03-27,4,"EVI"
"E15",0.386766090989113,2022-03-27,4,"EVI"
"E16",0.343794912099838,2022-03-27,4,"EVI"
"E17",0.298770040273666,2022-03-27,4,"EVI"
"K01",0.320165261626244,2022-03-27,4,"EVI"
"K02",0.367680594325066,2022-03-27,4,"EVI"
"K03",0.352262318134308,2022-03-27,4,"EVI"
"K04",0.365509063005447,2022-03-27,4,"EVI"
"K05",0.427807480096817,2022-03-27,4,"EVI"
"K06",0.366501420736313,2022-03-27,4,"EVI"
"K07",0.399671569466591,2022-03-27,4,"EVI"
"K08",0.226032137870789,2022-03-27,4,"EVI"
"K09",0.324468731880188,2022-03-27,4,"EVI"
